<STATION>107210070C</STATION><SENSOR>0001</SENSOR><DATEFORMAT>YYYYMMDD</DATEFORMAT>
20220304;180000;0.00
20220304;190000;0.00
20220304;200000;0.00
20220304;210000;0.00
20220304;220000;0.00
20220304;230000;0.00
20220305;000000;0.00
<STATION>107210070C</STATION><SENSOR>0002</SENSOR><DATEFORMAT>YYYYMMDD</DATEFORMAT>
20220304;180000;16.53
20220304;190000;16.79
20220304;200000;16.65
20220304;210000;16.75
20220304;220000;16.68
20220304;230000;16.61
20220305;000000;16.53
<STATION>107210070C</STATION><SENSOR>0004</SENSOR><DATEFORMAT>YYYYMMDD</DATEFORMAT>
20220304;180000;0
20220304;190000;0
20220304;200000;0
20220304;210000;0
20220304;220000;0
20220304;230000;0
20220305;000000;0
<STATION>107210070C</STATION><SENSOR>0003</SENSOR><DATEFORMAT>YYYYMMDD</DATEFORMAT>
20220304;180000;3.59
20220304;190000;3.62
20220304;200000;3.59
20220304;210000;3.60
20220304;220000;3.59
20220304;230000;3.60
20220305;000000;3.59
<STATION>107210070C</STATION><SENSOR>0008</SENSOR><DATEFORMAT>YYYYMMDD</DATEFORMAT>
20220305;000000;[01]
<STATION>107210070C</STATION><SENSOR>0001</SENSOR><DATEFORMAT>YYYYMMDD</DATEFORMAT>
20220305;010000;0.00
20220305;020000;0.00
20220305;030000;0.00
20220305;040000;0.00
20220305;050000;0.00
20220305;060000;0.00
20220305;070000;0.00
20220305;080000;0.00
20220305;090000;0.00
20220305;100000;0.00
20220305;110000;0.00
20220305;120000;0.00
20220305;130000;0.00
20220305;140000;0.00
20220305;150000;0.00
20220305;160000;0.00
20220305;170000;0.00
20220305;180000;0.00
20220305;190000;0.00
20220305;200000;0.00
20220305;210000;0.00
20220305;220000;0.00
20220305;230000;0.00
20220306;000000;0.00
<STATION>107210070C</STATION><SENSOR>0002</SENSOR><DATEFORMAT>YYYYMMDD</DATEFORMAT>
20220305;010000;16.47
20220305;020000;16.39
20220305;030000;16.32
20220305;040000;16.27
20220305;050000;16.23
20220305;060000;16.19
20220305;070000;16.14
20220305;080000;16.10
20220305;090000;16.07
20220305;100000;16.04
20220305;110000;16.03
20220305;120000;16.03
20220305;130000;16.02
20220305;140000;16.03
20220305;150000;16.04
20220305;160000;16.04
20220305;170000;16.05
20220305;180000;16.06
20220305;190000;16.08
20220305;200000;16.08
20220305;210000;16.04
20220305;220000;15.98
20220305;230000;15.95
20220306;000000;15.99
<STATION>107210070C</STATION><SENSOR>0004</SENSOR><DATEFORMAT>YYYYMMDD</DATEFORMAT>
20220305;010000;0
20220305;020000;0
20220305;030000;0
20220305;040000;0
20220305;050000;0
20220305;060000;0
20220305;070000;0
20220305;080000;0
20220305;090000;0
20220305;100000;0
20220305;110000;0
20220305;120000;0
20220305;130000;0
20220305;140000;0
20220305;150000;0
20220305;160000;0
20220305;170000;0
20220305;180000;0
20220305;190000;0
20220305;200000;0
20220305;210000;0
20220305;220000;0
20220305;230000;0
20220306;000000;0
<STATION>107210070C</STATION><SENSOR>0003</SENSOR><DATEFORMAT>YYYYMMDD</DATEFORMAT>
20220305;010000;3.57
20220305;020000;3.60
20220305;030000;3.59
20220305;040000;3.60
20220305;050000;3.58
20220305;060000;3.56
20220305;070000;3.58
20220305;080000;3.59
20220305;090000;3.59
20220305;100000;3.56
20220305;110000;3.59
20220305;120000;3.59
20220305;130000;3.58
20220305;140000;3.56
20220305;150000;3.59
20220305;160000;3.56
20220305;170000;3.59
20220305;180000;3.59
20220305;190000;3.56
20220305;200000;3.59
20220305;210000;3.58
20220305;220000;3.59
20220305;230000;3.59
20220306;000000;3.61
<STATION>107210070C</STATION><SENSOR>0008</SENSOR><DATEFORMAT>YYYYMMDD</DATEFORMAT>
20220305;000000;[01]
20220306;000000;24
<STATION>107210070C</STATION><SENSOR>0001</SENSOR><DATEFORMAT>YYYYMMDD</DATEFORMAT>
20220306;010000;0.00
20220306;020000;0.00
20220306;030000;0.00
20220306;040000;0.00
20220306;050000;0.00
20220306;060000;0.00
20220306;070000;0.00
20220306;080000;0.00
20220306;090000;0.00
20220306;100000;0.00
20220306;110000;0.00
20220306;120000;0.00
20220306;130000;0.00
20220306;140000;0.00
20220306;150000;0.00
20220306;160000;0.00
20220306;170000;0.00
20220306;180000;0.00
20220306;190000;0.00
20220306;200000;0.00
20220306;210000;0.00
20220306;220000;0.00
20220306;230000;0.00
20220307;000000;0.00
<STATION>107210070C</STATION><SENSOR>0002</SENSOR><DATEFORMAT>YYYYMMDD</DATEFORMAT>
20220306;010000;16.02
20220306;020000;16.01
20220306;030000;16.01
20220306;040000;16.00
20220306;050000;15.99
20220306;060000;15.98
20220306;070000;15.96
20220306;080000;15.95
20220306;090000;15.93
20220306;100000;15.93
20220306;110000;15.94
20220306;120000;15.89
20220306;130000;15.93
20220306;140000;16.00
20220306;150000;16.28
20220306;160000;16.50
20220306;170000;16.60
20220306;180000;16.58
20220306;190000;16.60
20220306;200000;16.59
20220306;210000;16.64
20220306;220000;16.64
20220306;230000;16.57
20220307;000000;16.49
<STATION>107210070C</STATION><SENSOR>0004</SENSOR><DATEFORMAT>YYYYMMDD</DATEFORMAT>
20220306;010000;0
20220306;020000;0
20220306;030000;0
20220306;040000;0
20220306;050000;0
20220306;060000;0
20220306;070000;0
20220306;080000;0
20220306;090000;0
20220306;100000;0
20220306;110000;0
20220306;120000;0
20220306;130000;0
20220306;140000;0
20220306;150000;0
20220306;160000;0
20220306;170000;0
20220306;180000;0
20220306;190000;0
20220306;200000;0
20220306;210000;0
20220306;220000;0
20220306;230000;0
20220307;000000;0
<STATION>107210070C</STATION><SENSOR>0003</SENSOR><DATEFORMAT>YYYYMMDD</DATEFORMAT>
20220306;010000;3.59
20220306;020000;3.57
20220306;030000;3.59
20220306;040000;3.59
20220306;050000;3.58
20220306;060000;3.58
20220306;070000;3.58
20220306;080000;3.60
20220306;090000;3.57
20220306;100000;3.56
20220306;110000;3.58
20220306;120000;3.57
20220306;130000;3.59
20220306;140000;3.60
20220306;150000;3.59
20220306;160000;3.60
20220306;170000;3.58
20220306;180000;3.58
20220306;190000;3.59
20220306;200000;3.57
20220306;210000;3.57
20220306;220000;3.58
20220306;230000;3.56
20220307;000000;3.61
<STATION>107210070C</STATION><SENSOR>0008</SENSOR><DATEFORMAT>YYYYMMDD</DATEFORMAT>
20220306;000000;24
20220307;000000;24
<STATION>107210070C</STATION><SENSOR>0001</SENSOR><DATEFORMAT>YYYYMMDD</DATEFORMAT>
20220307;010000;0.00
20220307;020000;0.00
20220307;030000;0.00
20220307;040000;0.00
20220307;050000;0.00
20220307;060000;0.00
20220307;070000;0.00
20220307;080000;0.00
20220307;090000;0.00
20220307;100000;0.00
20220307;110000;0.00
20220307;120000;3.15
20220307;130000;3.15
20220307;140000;3.16
20220307;150000;3.16
20220307;160000;3.16
20220307;170000;3.16
20220307;180000;3.16
20220307;190000;3.16
20220307;200000;3.15
20220307;210000;3.15
20220307;220000;3.15
20220307;230000;3.15
20220308;000000;3.15
<STATION>107210070C</STATION><SENSOR>0002</SENSOR><DATEFORMAT>YYYYMMDD</DATEFORMAT>
20220307;010000;16.42
20220307;020000;16.36
20220307;030000;16.30
20220307;040000;16.25
20220307;050000;16.20
20220307;060000;16.15
20220307;070000;16.09
20220307;080000;16.05
20220307;090000;15.98
20220307;100000;15.12
20220307;110000;13.98
20220307;120000;19.60
20220307;130000;19.60
20220307;140000;19.60
20220307;150000;19.60
20220307;160000;19.60
20220307;170000;19.60
20220307;180000;19.60
20220307;190000;19.60
20220307;200000;19.60
20220307;210000;19.60
20220307;220000;19.60
20220307;230000;19.60
20220308;000000;19.60
<STATION>107210070C</STATION><SENSOR>0004</SENSOR><DATEFORMAT>YYYYMMDD</DATEFORMAT>
20220307;010000;0
20220307;020000;0
20220307;030000;0
20220307;040000;0
20220307;050000;0
20220307;060000;0
20220307;070000;0
20220307;080000;0
20220307;090000;0
20220307;100000;0
20220307;110000;0
20220307;120000;6100
20220307;130000;6110
20220307;140000;6110
20220307;150000;6110
20220307;160000;6120
20220307;170000;6120
20220307;180000;6120
20220307;190000;6120
20220307;200000;6120
20220307;210000;6120
20220307;220000;6120
20220307;230000;6120
20220308;000000;6130
<STATION>107210070C</STATION><SENSOR>0003</SENSOR><DATEFORMAT>YYYYMMDD</DATEFORMAT>
20220307;010000;3.58
20220307;020000;3.59
20220307;030000;3.60
20220307;040000;3.59
20220307;050000;3.60
20220307;060000;3.57
20220307;070000;3.59
20220307;080000;3.60
20220307;090000;3.58
20220307;100000;3.59
20220307;110000;3.61
20220307;120000;3.59
20220307;130000;3.58
20220307;140000;3.59
20220307;150000;3.60
20220307;160000;3.59
20220307;170000;3.58
20220307;180000;3.59
20220307;190000;3.58
20220307;200000;3.61
20220307;210000;3.59
20220307;220000;3.59
20220307;230000;3.61
20220308;000000;3.61
<STATION>107210070C</STATION><SENSOR>0008</SENSOR><DATEFORMAT>YYYYMMDD</DATEFORMAT>
20220307;000000;24
20220308;000000;25
<STATION>107210070C</STATION><SENSOR>0001</SENSOR><DATEFORMAT>YYYYMMDD</DATEFORMAT>
20220308;010000;3.16
20220308;020000;3.16
20220308;030000;3.16
20220308;040000;3.16
